gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,occyp_type,family_size,begin_month,credit,credit_card_count,before_EMPLOYED_year,Age,DAYS_BIRTH_month,EMPLOYED,begin_year,cluster
M,Y,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,20043,682,Laborers,2.0,39.0,2.0,3,53,54,8.0,1,3.0,1
F,N,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,15189,2441,Laborers,2.0,21.0,2.0,1,34,41,2.0,6,1.0,2
M,Y,Y,1,315000.0,Working,Secondary / secondary special,Married,House / apartment,17543,2851,Drivers,3.0,19.0,2.0,6,40,48,8.0,7,1.0,1
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,15639,382,Accountants,1.0,6.0,2.0,2,41,42,5.0,1,0.0,2
F,Y,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,21149,2686,Laborers,1.0,46.0,2.0,1,50,57,8.0,7,3.0,1
F,Y,N,0,95850.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18931,6678,Laborers,2.0,29.0,2.0,4,33,51,7.0,18,2.0,3
F,N,Y,1,315000.0,Commercial associate,Higher education,Married,House / apartment,14421,5574,Accountants,3.0,20.0,1.0,1,24,39,0.0,15,1.0,3
M,N,Y,0,180000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,9208,2494,Laborers,2.0,22.0,1.0,5,18,25,6.0,6,1.0,0
F,Y,N,1,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,10130,1651,Accountants,2.0,29.0,1.0,10,23,27,1.0,4,2.0,0
M,Y,Y,2,292500.0,Working,Secondary / secondary special,Married,House / apartment,8782,1018,Laborers,4.0,21.0,2.0,3,21,24,4.0,2,1.0,0
F,N,Y,0,180000.0,State servant,Higher education,Separated,House / apartment,20376,4420,Core staff,1.0,1.0,1.0,1,43,55,7.0,12,0.0,1
F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,8134,657,Managers,2.0,4.0,2.0,1,20,22,7.0,1,0.0,0
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14904,693,Sales staff,2.0,16.0,2.0,1,38,40,4.0,1,1.0,2
M,Y,Y,2,99000.0,State servant,Secondary / secondary special,Married,With parents,16558,3235,Drivers,4.0,40.0,1.0,3,36,45,11.0,8,3.0,2
F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,16616,2722,Realty agents,3.0,42.0,2.0,9,38,45,1.0,7,3.0,2
F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,20831,1142,Cleaning staff,2.0,10.0,2.0,5,53,57,10.0,3,0.0,1
F,Y,Y,0,202500.0,Working,Higher education,Single / not married,House / apartment,17979,1782,Laborers,1.0,7.0,2.0,5,44,49,11.0,4,0.0,1
M,Y,Y,1,270000.0,Working,Higher education,Married,House / apartment,13708,97,Drivers,3.0,38.0,2.0,1,37,37,0.0,0,3.0,2
M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,With parents,18630,1462,Laborers,2.0,39.0,2.0,3,47,51,9.0,4,3.0,1
F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,10831,1263,Laborers,3.0,5.0,2.0,3,26,29,1.0,3,0.0,0
M,N,N,0,180000.0,Working,Incomplete higher,Civil marriage,With parents,7705,288,Core staff,2.0,4.0,2.0,1,20,21,4.0,0,0.0,0
M,Y,Y,1,337500.0,Working,Higher education,Married,House / apartment,12423,5621,Managers,3.0,22.0,2.0,2,18,34,6.0,15,1.0,0
M,Y,N,1,229500.0,State servant,Secondary / secondary special,Married,House / apartment,21665,4342,Managers,3.0,22.0,2.0,8,47,59,2.0,11,1.0,1
F,N,N,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,20669,13102,Medicine staff,1.0,43.0,1.0,5,20,56,4.0,35,3.0,3
F,N,N,2,225000.0,Working,Higher education,Single / not married,House / apartment,12930,5952,Medicine staff,3.0,39.0,2.0,2,19,35,11.0,16,3.0,0
F,N,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,15766,1086,Laborers,4.0,3.0,1.0,2,40,43,9.0,2,0.0,2
M,Y,N,2,184500.0,Working,Higher education,Married,House / apartment,12518,926,Drivers,4.0,41.0,1.0,5,31,34,9.0,2,3.0,2
M,N,Y,1,243000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,13345,5276,Laborers,2.0,10.0,2.0,1,22,36,0.0,14,0.0,0
F,Y,N,0,207000.0,Working,Higher education,Married,House / apartment,14761,3718,HR staff,2.0,51.0,2.0,4,30,40,0.0,10,4.0,2
M,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15296,4244,Drivers,3.0,28.0,1.0,6,30,41,5.0,11,2.0,2
F,N,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,10182,971,Sales staff,3.0,25.0,2.0,6,25,27,3.0,2,2.0,0
F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,17001,5004,Medicine staff,4.0,58.0,2.0,7,32,46,2.0,13,4.0,3
M,Y,Y,0,180000.0,Working,Higher education,Married,House / apartment,15444,393,Secretaries,2.0,45.0,1.0,1,41,42,10.0,1,3.0,2
M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,18672,2477,Laborers,2.0,51.0,2.0,3,44,51,10.0,6,4.0,1
F,N,Y,0,153000.0,State servant,Higher education,Married,House / apartment,12229,1527,Managers,2.0,16.0,2.0,1,29,33,11.0,4,1.0,0
F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,14000,2387,Sales staff,2.0,49.0,2.0,6,31,38,10.0,6,4.0,2
M,N,N,0,121500.0,Working,Higher education,Single / not married,House / apartment,11162,1327,Laborers,1.0,4.0,2.0,3,26,30,0.0,3,0.0,0
F,N,Y,0,238500.0,Working,Higher education,Married,House / apartment,17001,4967,Core staff,2.0,40.0,1.0,1,32,46,2.0,13,3.0,3
F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,19819,1463,Laborers,1.0,38.0,2.0,1,50,54,0.0,4,3.0,1
F,Y,Y,0,225000.0,Commercial associate,Higher education,Separated,House / apartment,12102,1185,Waiters/barmen staff,1.0,3.0,1.0,1,29,33,7.0,3,0.0,0
F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,16609,186,Laborers,3.0,56.0,2.0,1,44,45,1.0,0,4.0,1
F,Y,N,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,15422,3009,Laborers,2.0,24.0,1.0,2,34,42,10.0,8,2.0,2
F,Y,N,1,225000.0,Working,Higher education,Civil marriage,House / apartment,13528,980,Core staff,3.0,15.0,2.0,7,34,37,6.0,2,1.0,2
F,Y,Y,4,157500.0,State servant,Secondary / secondary special,Separated,House / apartment,13994,4185,Security staff,5.0,29.0,2.0,4,26,38,10.0,11,2.0,0
M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,14071,3806,Laborers,2.0,4.0,2.0,9,28,38,1.0,10,0.0,2
M,N,Y,0,495000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,16741,658,Managers,2.0,29.0,2.0,3,44,45,6.0,1,2.0,1
F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,12114,4004,Accountants,2.0,1.0,1.0,7,22,33,7.0,10,0.0,0
F,N,Y,0,202500.0,Working,Incomplete higher,Single / not married,House / apartment,18596,7288,Core staff,1.0,49.0,1.0,8,30,50,7.0,19,4.0,3
F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,19881,7718,Secretaries,2.0,25.0,2.0,5,33,54,2.0,21,2.0,3
M,Y,N,0,360000.0,Commercial associate,Higher education,Married,House / apartment,14369,4633,Managers,2.0,33.0,1.0,5,26,39,10.0,12,2.0,3
F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,With parents,10532,117,Private service staff,3.0,11.0,2.0,6,28,28,3.0,0,0.0,0
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,17207,2796,Sales staff,1.0,40.0,2.0,5,39,47,9.0,7,3.0,2
F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,16393,2959,Accountants,2.0,40.0,1.0,3,36,44,6.0,8,3.0,2
F,N,Y,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,10066,3026,High skill tech staff,1.0,17.0,1.0,4,19,27,11.0,8,1.0,0
F,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,10586,279,Sales staff,2.0,24.0,1.0,3,28,29,4.0,0,2.0,0
M,Y,N,2,315000.0,Commercial associate,Incomplete higher,Married,House / apartment,11080,657,Managers,4.0,20.0,2.0,4,28,30,9.0,1,1.0,0
F,N,Y,0,126000.0,Working,Higher education,Married,House / apartment,10075,460,Core staff,2.0,38.0,2.0,10,26,27,11.0,1,3.0,0
M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,16258,5064,Laborers,3.0,14.0,2.0,2,30,44,1.0,13,1.0,3
M,N,N,1,225000.0,Working,Higher education,Married,House / apartment,13747,6273,Core staff,3.0,24.0,2.0,6,20,37,2.0,17,2.0,3
F,Y,N,1,85500.0,State servant,Higher education,Married,House / apartment,10044,971,Accountants,3.0,5.0,1.0,2,24,27,10.0,2,0.0,0
F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,17829,110,High skill tech staff,2.0,24.0,2.0,1,48,48,6.0,0,2.0,1
F,N,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,15743,2052,Laborers,2.0,59.0,2.0,6,37,43,8.0,5,4.0,2
F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,20075,7013,Sales staff,2.0,1.0,1.0,3,35,55,9.0,19,0.0,3
F,Y,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,12270,150,Security staff,4.0,25.0,2.0,3,33,33,1.0,0,2.0,2
M,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,16424,1458,Drivers,3.0,45.0,2.0,7,41,44,7.0,3,3.0,2
M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,10116,880,Laborers,3.0,6.0,1.0,3,25,27,1.0,2,0.0,0
M,N,Y,0,945000.0,Working,Secondary / secondary special,Married,House / apartment,20836,1838,Managers,2.0,17.0,1.0,4,52,57,10.0,5,1.0,1
F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,17242,428,Sales staff,1.0,48.0,2.0,2,46,47,10.0,1,4.0,1
F,Y,N,1,292500.0,Working,Higher education,Married,House / apartment,17205,1946,Accountants,3.0,21.0,1.0,2,41,47,9.0,5,1.0,1
M,Y,N,2,135000.0,Working,Higher education,Married,With parents,11645,5056,Laborers,4.0,59.0,2.0,5,18,31,4.0,13,4.0,0
F,N,N,0,67500.0,Working,Secondary / secondary special,Married,With parents,16366,108,Cleaning staff,2.0,53.0,2.0,3,44,44,5.0,0,4.0,1
F,N,N,0,157500.0,Working,Higher education,Single / not married,Office apartment,18973,3289,Laborers,1.0,26.0,1.0,3,42,51,8.0,9,2.0,1
M,Y,N,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,13023,6122,Laborers,2.0,58.0,2.0,2,18,35,2.0,16,4.0,0
F,N,N,0,121500.0,State servant,Higher education,Married,House / apartment,22014,5239,Accountants,2.0,31.0,2.0,7,45,60,1.0,14,2.0,1
F,Y,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,12767,4614,Sales staff,3.0,27.0,2.0,2,22,34,5.0,12,2.0,0
F,Y,Y,2,135000.0,Working,Higher education,Separated,House / apartment,20425,5453,Sales staff,3.0,7.0,2.0,1,41,55,8.0,14,0.0,1
M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18218,1539,Drivers,2.0,4.0,1.0,3,45,49,7.0,4,0.0,1
M,N,N,1,207000.0,State servant,Higher education,Married,Office apartment,14891,2623,Core staff,3.0,3.0,2.0,3,33,40,4.0,7,0.0,2
M,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,14288,878,Laborers,1.0,39.0,1.0,3,36,39,8.0,2,3.0,2
M,N,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,22085,2785,Security staff,2.0,48.0,2.0,3,52,60,4.0,7,4.0,1
F,Y,N,0,126000.0,State servant,Incomplete higher,Single / not married,House / apartment,11978,5206,Core staff,1.0,51.0,2.0,6,18,32,3.0,14,4.0,0
F,N,N,1,112500.0,Working,Secondary / secondary special,Widow,House / apartment,15112,2652,Medicine staff,2.0,59.0,1.0,1,34,41,11.0,7,4.0,2
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15407,1801,Waiters/barmen staff,2.0,15.0,1.0,8,37,42,9.0,4,1.0,2
F,N,Y,0,121500.0,Working,Secondary / secondary special,Widow,House / apartment,19943,12148,Laborers,1.0,26.0,2.0,1,21,54,4.0,33,2.0,3
F,N,Y,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,10707,765,HR staff,1.0,5.0,2.0,3,27,29,8.0,2,0.0,0
F,N,Y,0,229500.0,Working,Higher education,Married,House / apartment,16641,1192,Core staff,2.0,37.0,1.0,4,42,45,2.0,3,3.0,1
M,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15082,254,Drivers,2.0,15.0,2.0,1,40,41,10.0,0,1.0,2
M,Y,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,10502,1878,Laborers,3.0,32.0,2.0,9,23,28,2.0,5,2.0,0
F,N,N,0,180000.0,Working,Higher education,Married,House / apartment,17819,2452,Managers,2.0,31.0,2.0,2,42,48,5.0,6,2.0,1
F,Y,Y,1,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,13173,1083,Sales staff,3.0,10.0,2.0,4,33,36,7.0,2,0.0,2
F,N,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,14060,261,Medicine staff,3.0,50.0,2.0,5,37,38,0.0,0,4.0,2
F,N,Y,1,166500.0,Working,Secondary / secondary special,Married,House / apartment,14775,7866,Secretaries,3.0,31.0,1.0,1,18,40,0.0,21,2.0,3
F,N,Y,0,162000.0,Working,Higher education,Single / not married,House / apartment,14171,3173,Managers,1.0,36.0,2.0,1,30,38,4.0,8,3.0,2
F,Y,Y,2,103500.0,Working,Secondary / secondary special,Married,House / apartment,11816,1600,Accountants,4.0,16.0,2.0,5,27,32,9.0,4,1.0,0
F,N,Y,1,270000.0,State servant,Secondary / secondary special,Married,House / apartment,14400,2512,Medicine staff,3.0,45.0,2.0,9,32,39,0.0,6,3.0,2
F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,19973,5311,Sales staff,2.0,50.0,2.0,4,40,54,5.0,14,4.0,1
M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,21794,1175,Drivers,2.0,9.0,1.0,1,56,59,6.0,3,0.0,1
M,N,N,0,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,10225,1376,Laborers,1.0,21.0,2.0,2,24,28,4.0,3,1.0,0
M,Y,N,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,18147,1101,Managers,4.0,42.0,2.0,5,46,49,4.0,3,3.0,1
F,N,N,0,450000.0,Working,Secondary / secondary special,Married,House / apartment,18826,686,Laborers,2.0,41.0,1.0,11,49,51,3.0,1,3.0,1
F,N,Y,0,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,11128,2999,Sales staff,2.0,2.0,1.0,1,22,30,10.0,8,0.0,0
M,Y,N,0,202500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,17598,9947,High skill tech staff,1.0,32.0,2.0,1,20,48,10.0,27,2.0,3
M,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,15000,1117,Managers,2.0,47.0,2.0,2,38,41,8.0,3,3.0,2
F,N,N,0,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,19171,429,Laborers,2.0,11.0,2.0,6,51,52,3.0,1,0.0,1
M,N,Y,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,15997,7341,Laborers,2.0,24.0,2.0,7,23,43,5.0,20,2.0,3
F,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,13417,353,Accountants,2.0,6.0,2.0,1,35,36,3.0,0,0.0,2
M,Y,Y,2,171000.0,Working,Secondary / secondary special,Married,House / apartment,13344,1230,Core staff,4.0,22.0,2.0,7,33,36,0.0,3,1.0,2
M,Y,N,0,108000.0,Working,Secondary / secondary special,Married,Office apartment,17209,1081,Security staff,2.0,21.0,2.0,2,44,47,9.0,2,1.0,1
F,Y,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,12330,2809,Accountants,3.0,42.0,2.0,1,26,33,3.0,7,3.0,0
F,N,Y,0,360000.0,Working,Secondary / secondary special,Widow,House / apartment,18388,7830,Core staff,1.0,28.0,2.0,2,28,50,0.0,21,2.0,3
F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,19332,1813,Medicine staff,1.0,9.0,2.0,1,47,52,8.0,4,0.0,1
M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,17075,2942,Laborers,2.0,57.0,2.0,6,38,46,5.0,8,4.0,2
F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,16723,712,Managers,2.0,44.0,2.0,4,43,45,5.0,1,3.0,1
M,Y,Y,1,112500.0,Working,Higher education,Married,House / apartment,16023,965,Drivers,3.0,56.0,2.0,10,41,43,6.0,2,4.0,2
F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,19187,1218,Cooking staff,2.0,50.0,2.0,4,49,52,3.0,3,4.0,1
F,N,N,2,135000.0,Working,Higher education,Civil marriage,House / apartment,13634,6344,Accountants,4.0,34.0,2.0,4,19,37,10.0,17,2.0,3
M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,13440,6639,Core staff,2.0,12.0,1.0,6,18,36,4.0,18,1.0,3
F,N,N,1,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,15655,1191,Sales staff,3.0,13.0,2.0,3,39,42,5.0,3,1.0,2
F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,16299,655,Managers,2.0,10.0,1.0,6,42,44,3.0,1,0.0,2
F,N,Y,1,112500.0,State servant,Secondary / secondary special,Married,House / apartment,9748,1228,Core staff,3.0,8.0,2.0,3,23,26,0.0,3,0.0,0
M,N,N,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,14339,316,Core staff,2.0,22.0,2.0,3,38,39,9.0,0,1.0,2
F,N,Y,0,171000.0,Student,Higher education,Married,House / apartment,18756,3904,Core staff,2.0,60.0,2.0,4,40,51,1.0,10,5.0,1
F,N,N,0,270000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,12819,563,Managers,2.0,2.0,1.0,2,33,35,7.0,1,0.0,2
M,N,N,0,202500.0,State servant,Higher education,Married,House / apartment,12725,5006,Core staff,2.0,17.0,2.0,4,21,34,4.0,13,1.0,0
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15875,2758,Core staff,2.0,25.0,2.0,13,35,43,1.0,7,2.0,2
F,N,Y,0,193500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17909,121,Laborers,2.0,3.0,1.0,5,48,49,8.0,0,0.0,1
F,Y,N,0,135000.0,Working,Incomplete higher,Civil marriage,House / apartment,10068,219,Sales staff,2.0,20.0,2.0,3,26,27,11.0,0,1.0,0
F,N,Y,0,225000.0,State servant,Higher education,Married,House / apartment,10977,202,Core staff,2.0,3.0,1.0,1,29,30,5.0,0,0.0,0
F,Y,Y,3,90000.0,Working,Higher education,Married,House / apartment,10356,2317,Medicine staff,5.0,24.0,2.0,3,22,28,9.0,6,2.0,0
M,N,N,0,270000.0,State servant,Secondary / secondary special,Single / not married,With parents,9649,1996,Core staff,1.0,21.0,2.0,1,20,26,9.0,5,1.0,0
F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,15759,374,Sales staff,2.0,24.0,1.0,5,42,43,9.0,1,2.0,2
M,Y,Y,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,16084,1382,Laborers,4.0,13.0,1.0,10,40,44,8.0,3,1.0,2
F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,15023,438,Laborers,2.0,41.0,2.0,2,39,41,8.0,1,3.0,2
M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,10450,2077,Sales staff,2.0,15.0,2.0,7,22,28,0.0,5,1.0,0
F,N,N,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,21761,6131,Medicine staff,2.0,16.0,2.0,1,42,59,5.0,16,1.0,1
F,N,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,8961,923,Core staff,2.0,14.0,1.0,7,22,24,10.0,2,1.0,0
M,Y,N,0,225000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,20858,3110,Laborers,2.0,20.0,1.0,4,48,57,11.0,8,1.0,1
F,N,Y,2,103500.0,Working,Secondary / secondary special,Married,House / apartment,15567,1882,Laborers,4.0,12.0,1.0,1,37,42,2.0,5,1.0,2
F,N,N,1,157500.0,Working,Secondary / secondary special,Civil marriage,With parents,11206,716,Cooking staff,3.0,19.0,2.0,3,28,30,1.0,1,1.0,0
F,N,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,22334,14810,Medicine staff,2.0,41.0,2.0,6,20,61,0.0,40,3.0,3
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,19171,7804,Laborers,2.0,46.0,1.0,4,31,52,3.0,21,3.0,3
F,N,N,0,180000.0,Working,Incomplete higher,Widow,House / apartment,19629,1897,Core staff,1.0,19.0,2.0,6,48,53,6.0,5,1.0,1
M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,11053,1626,Laborers,2.0,14.0,2.0,5,25,30,8.0,4,1.0,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,16098,1868,Managers,1.0,43.0,2.0,1,38,44,8.0,5,3.0,2
F,N,Y,0,315000.0,Working,Higher education,Separated,House / apartment,22022,12949,Core staff,1.0,6.0,2.0,1,24,60,2.0,35,0.0,3
M,Y,N,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,12052,4624,Managers,3.0,14.0,1.0,3,20,33,5.0,12,1.0,0
F,N,N,1,202500.0,State servant,Secondary / secondary special,Single / not married,Municipal apartment,19272,6216,Cooking staff,2.0,19.0,2.0,4,35,52,6.0,17,1.0,3
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,14762,2464,Managers,2.0,59.0,2.0,4,33,40,0.0,6,4.0,2
F,N,Y,1,112500.0,Working,Secondary / secondary special,Separated,House / apartment,14926,424,Sales staff,2.0,7.0,1.0,1,39,40,5.0,1,0.0,2
